y,energy_accel_skewness,mfcc1_skewness,mfcc1_vel_mean,mfcc1_vel_var,mfcc1_vel_kurtosis,mfcc1_accel_skewness,mfcc2_skewness,mfcc4_vel_mean,mfcc5_kurtosis,mfcc5_vel_mean,mfcc5_accel_skewness,mfcc5_accel_kurtosis,mfcc6_kurtosis,mfcc6_vel_mean,mfcc7_accel_mean,mfcc8_skewness,mfcc8_vel_mean,mfcc8_accel_mean,mfcc9_kurtosis,mfcc9_accel_mean,mfcc9_accel_skewness,mfcc9_accel_kurtosis,mfcc10_vel_mean,mfcc10_accel_skewness,mfcc11_skewness,mfcc11_vel_kurtosis,mfcc11_accel_mean,mfcc11_accel_skewness,mfcc11_accel_kurtosis,mfcc12_vel_skewness,mfcc12_accel_mean,mfcc12_accel_skewness,mfcc13_skewness,mfcc13_vel_skewness,mfcc_kurtosis
0.0,1.3424841140890988,0.6705515234200005,-1.3107358655374377,-0.08261246758501663,-0.42460774127062667,-0.5672691904936412,1.0538601709020228,-1.237719328644997,-0.7201382706775407,0.47391402421983714,0.5036372545020112,0.6245032267600226,-1.0752073627367507,-1.2444714047980139,-0.3364363056965813,-0.08748142705468534,1.6749213259065001,-0.1380262506676989,0.9610729824526292,-1.5529687786276434,-0.4560001042390272,-0.06737465916381528,0.8288708432224882,-0.17966222220376155,1.0585983880368852,0.5703473072290765,-0.5557751968740344,1.4720620408791831,1.2397451492564886,-0.6948281391543365,1.3348104538814107,-0.02388850603640471,0.029588064380811456,0.6744553482450855,-1.0651266206088592
1.0,0.12544083492424915,-0.1871387949103377,0.23443208620815828,0.372679501841631,0.7580528458966012,1.013908767304288,0.05551402280073242,-1.306070594731575,-0.776665527825969,-0.34492120879863253,0.057161921700685785,-0.6663933332712747,0.667627159830574,-0.7070965433755286,0.005610697530749779,1.4621970361700036,-0.4090905523946767,0.3373915150720158,-0.868902338205782,0.6341088518177203,-0.7676836071510899,-0.7047931871218347,-2.1927726794397167,-2.4474666444639777,1.5283911586002952,0.8199389926935361,0.7325443697495143,-1.2806186503733208,1.3616358836599192,0.11003560545226687,-0.5237415222232018,0.07415226673995685,-1.5360252152792409,-0.46983569606037956,0.3222676161465078
1.0,0.5270739176334505,-0.3067885949366028,-0.20079922662667785,0.12362562108921665,0.37914877246347334,0.9870246637612368,-0.9034036011744779,0.481695787682469,2.349308006557873,2.1690643414771387,0.48412632690065244,0.33212032051243473,-0.6639993588994901,-0.6337554381256174,0.4349035298089893,-0.02481023890270785,1.1716240630705361,-0.4524729462602562,-0.4367761991191466,-0.1353745466640261,0.3802812603739835,-0.46779787514315163,-0.41862513295804316,-0.7399620877248732,-1.0343998390760438,-0.6552588891864005,1.6607235760959642,-0.3490480399794622,-0.9898967333111971,-0.7546347939986595,-0.4272670057918519,1.7632043053934303,-0.6719079902685224,-1.3761786475951954,-0.5805732840972908
0.0,0.5086288087747471,-0.15840709859241245,1.7346299363979878,0.8269161830014261,-0.5563352252934334,1.3606828941070641,-1.1285183657382287,1.3093367535073581,-1.0120382294665802,-0.837416037519982,0.34599392877210927,-0.605410788770063,1.4927677824251775,-0.10508970096867837,0.9386154195889831,0.3254512760534735,0.25441203872631146,-0.09162469258240988,-0.1794070417081641,-0.22886218679397533,-1.8611391753322748,-0.1022103026735039,0.37048262340209137,-0.5046915918925317,-0.08589540832255187,-0.3540576917860473,-0.11197808805086551,-0.006644174096300688,-0.3294643614095976,0.46202949540724003,-0.0608165331772566,-0.43300663429943653,1.1341402118545818,-0.8568243431828426,0.39622058227098994
1.0,1.4193627695382232,-0.13368670993477483,0.9798558958765524,1.2765809316175154,-0.9665718011974108,0.21338735316859045,0.4004021256759928,-1.4134199412418589,0.1529769280426495,-0.16304874830005367,3.311391596430044,3.4222402367383657,-1.0104205500070746,1.6869741558584932,0.06808147001578993,0.7660986963780582,0.58820360003472,-0.48822844222895684,1.8693558852677152,2.3154636262103354,-0.34894793129658797,0.4897785529738268,0.006144786051079408,1.3621025099960347,-0.7169135614064159,0.06644253177588459,-0.05843161659761844,0.24412959752020394,-0.5688129764951546,-0.03877824433344097,0.051809026279758426,0.7352195071624652,-0.45406434456797323,0.5222424228146267,-0.09422799532386297
1.0,1.3088736120072644,1.2476260738014455,-0.1258629701111709,-1.1099771666554048,-0.5836193947789866,0.2424977379476051,-0.9363484992522317,0.5699546530053667,0.6226829669676599,0.9390204225894825,0.9511407802957206,-0.4176604855971348,-0.973054223483848,-0.09497924174532411,0.28055020599238945,1.2441328332006791,0.8854425009847103,0.04672457195538065,-1.373758687189978,0.09530322605539285,0.9480366503965874,0.1950448769801229,0.1470931826435619,1.2597452991493419,-0.40745999030682195,-0.4774288185175476,0.3172526855439112,-0.1645775961201222,-0.9026922944357111,-0.7505301332664335,-0.30395022720722725,1.1533360251669853,0.5659151210642062,-0.5566163488589149,-1.4637211272983583
0.0,2.2529499983729666,-1.1623698981829331,1.3033745185658114,0.8370851353615523,-0.2921643479974371,-0.7340555998241282,0.4264536455739857,0.673576403738546,1.4706097063066461,-0.4012144734448691,0.5568329875322722,-0.20590469336458786,1.5692113634420315,-0.008145531939008663,-0.4277011334714529,-3.5069844951570217,0.5444447261275828,0.6326006882917817,1.5346565639329677,0.5865592805122547,0.839891435905829,-0.572276299834906,1.4740929981184545,3.038650333709145,-0.7715786424762598,0.6978586454583341,-0.05292761640921506,1.0020865060751616,0.4075694569593345,-1.5228851920394053,0.09024390018165221,0.14008730542868045,-2.192552912874711,0.3059108713124145,0.06564634686983664
1.0,0.003792491645277411,-1.5785575902498044,0.6979408690422423,-0.957795707266456,0.6399326218872171,-0.5980725672851144,0.8382313941440384,-2.2282132642763233,-0.7899689454180486,-0.4192822342282411,0.5112598245354635,0.06555630480333595,0.1749555148499496,0.32899700591460007,-0.33961150199920737,-0.5503524233281519,-2.2396996583937003,-0.49691846799737716,-0.5916453685207346,-0.3750211015179839,0.9797047010162233,-0.6829937630971672,-4.683487191376168,-0.273656395586228,-0.495054788705149,-0.6661921251250841,-0.5555354403987303,-0.1753636503868069,-0.9108787185370176,-0.2723735641870662,0.6233799718196908,-0.12747476708136582,-0.042952599169555974,0.907426429869004,1.3009944292385904
1.0,-0.4210979907120699,1.0520429847496913,0.22744444551816292,-0.98725166621863,1.055332597482056,-1.6952407513739396,-0.9459058242992247,0.15689155143220548,-0.6758847540543488,-0.43210632115651687,0.090818000316705,-0.7403308709041467,1.2328989986403067,-0.838059861983848,-0.3757160717537489,-1.672476481159827,1.5238163409993573,-0.812674943036508,0.050412916304551,-0.5705334475741809,0.512053884366867,-0.08577179088378202,0.9563371774752082,0.43135087454171556,1.5691905377059177,-0.758839601547596,-0.3350151804212834,-0.5395010496707691,-0.27652309646001866,1.016199480486669,-0.23361119534259167,-1.17995212950974,0.6937722621864516,-0.9322573127940018,-1.0285925422582756
1.0,0.57519545740429,0.19935532154879587,-0.5290208319200432,-0.9286716024754536,-0.16631230346558176,0.8474146360626226,-1.428740429472995,-0.017117012290944995,0.04923112383742316,0.6693221770884362,-0.07855048886463159,-0.07242915776062085,-0.37726919539311904,0.13536517085417288,-0.3440293122626996,1.5099831552619982,-0.5576586252383653,-0.12774408148145902,0.0637340802012099,0.03598117612211796,-0.818296123813919,-0.7309942184865551,0.19996845637193733,0.28007015295436194,0.8186491202865879,0.49324179477926233,-0.12882969017833418,0.6567770300124599,-0.3031881582030249,0.10498040956527342,-0.10459686026605651,-0.3565315094542008,0.8092266040593662,0.1974884447623914,-0.614382805085876
